,English Reviews ,Modern standard Arabic (MSA),Bahraini Dialects (BDs)
1,"This knife I own is much better than (the more expensive large kitchen knives and sometimes slippery). I can use them with big things like watermelon, coconut, and small things like tomatoes. Its rim is very sharp, it's great, comfortable to use, the best among my knives, and the only reason I didn't give it five stars is other cheaper Asian knives, although maybe not quite solid.","åĞå ÇáÓßíä ÇáÊí ÇãÊáßåÇ ÃİÖá ÈßËíÑ ãä ( ÓßÇßíä ÇáãØÈÎ ÇáßÈíÑÉ  ÇáÃßËÑ ÊßáİÉ  æÇáÒáŞÉ ÇÍíÇäÇ ) .íãßääí ÇÓÊÎÏÇãåÇ ãÚ ÇáÃÔíÇÁ ÇáßÈíÑÉ ßÇáÈØíÎ æÌæÒ ÇáåäÏ  æÇáÃÔíÇÁ ÇáÕÛíÑÉ ßÇáØãÇØã . ÍÇİÊåÇ ÍÇÏÉ ÌÏğÇ ¡ ÇäåÇ ÑÇÆÚÉ ¡ ãÑíÍÉ İí ÇáÇÓÊÎÏÇã ¡ ÇáÃİÖá Èíä ÇáÓßÇßíä ÇáÊí ÚäÏí ¡  æÇáÓÈÈ ÇáæÍíÏ ÇáĞí áã ÃÚØåÇ ÎãÓ äÌæã  åæ æÌæÏ ÓßÇßíä ÂÓíæíÉ ÃÎÑì ÃÑÎÕ ¡ Úáì ÇáÑÛã ãä ÃäåÇ ÑÈãÇ áíÓÊ ÕáÈÉ ÊãÇãğÇ.","åÇáÓÌíä Çááí ÚäÏí ÃÍÓä ÈæÇÌÏ ãä (ÓÌÇÌíä ÇáãØÈÎ ÇáßÈíÑÉ ÇáÛÇáíÉ æÇáæÑŞÉ ÓÇÚÇÊ). ÇŞÏÑ ÇÓÊÎÏãåÇ æíÇ ÇáÃÔíÇÁ ÇáßÈíÑÉ ãËá ÇáÈØíÎ æÌæÒ ÇáåäÏ æÇáÃÔíÇÁ ÇáÕÛíÑÉ ãËá ÇáØãÇØÉ. ÍÇáÊåÇ ÍÇÏÉ ÚÏá¡ åí ÍáíæÉ¡ ãÑíÍÉ İí ÇáÇÓÊÎÏÇã¡ ÃÍÓä ÓÌíä ãä Çááí ÚäÏí¡ æÇáÓÈÈ ÇáæÍíÏ Çááí ÎáÇäí ãÇ ÇÚØíåÇ ÎãÓ äÌæã åæ İí ÓÌÇÌíä ÂÓíæíÉ ËÇäíÉ ÃÑÎÕ¡ ãÚ ÃäåÇ íãßä ãæ ÕáÈÉ ÚÏá."
1,"I find great pleasure in a series of films of this genre, so my expectations for this movie were very high. But I had trouble following the plot in the movie. However, the special effects were great","ÃäÇ ÇÌÏ  ãÊÚÉ ßÈíÑÉ İí ÓáÓáÉ ÃİáÇã ãä åĞÇ ÇáäæÚ  ¡ áĞÇ ßÇäÊ ÊæŞÚÇÊí áåĞÇ Çáİíáã ÚÇáíÉ ÌÏğÇ. áßäí æÇÌåÊ ÕÚæÈÉ İí ãÊÇÈÚÉ ÇáãÄÇãÑÉÇáãæÌæÏÉ İí  Çáİíáã. æãÚ Ğáß ¡ ßÇäÊ ÇáãÄËÑÇÊ ÇáÎÇÕÉ ÑÇÆÚÉ","ÃäÇ ÃÔæİ ãÊÚÉ ßÈíÑÉ İí ÓáÓáÉ ÃİáÇã ãä åÇáäæÚ¡ ãä ÌÏí ßÇäÊ ÊæŞÚÇÊí áåÇáİíáã æÇÌÏ ßÈíÑÉ. áßäí ÔİÊ ÕÚæÈÉ İí ãØÇáÚÉ ÇáãÄÇãÑÉ ÇáãæÌæÏÉ İí Çáİíáã. æãÚ åÇáÔí¡ ßÇäÊ ÇáãÄËÑÇÊ ÇáÎÇÕÉ ÍáíæÉ."
1,"I used 3 study books for this test, and it was the most comprehensive book by far, which succeeded in explaining topics in a way that could be easily understood and applied. However, the CD-included exercises are not the same as those offered on the actual exam. I would recommend purchasing ""Network Security Essentials"", as it is a great deeper reference in most areas. Good luck, God bless you","ÇÓÊÎÏãÊ 3 ßÊÈ ááÏÑÇÓÉ áåĞÇ ÇáÇÎÊÈÇÑ ¡ æßÇä åĞÇ ÇáßÊÇÈ ÇáÃßËÑ ÔãæáğÇ Åáì ÍÏ ÈÚíÏ ¡ ÇáĞí äÌÍ İí ÔÑÍ ÇáãæÇÖíÚ ÈØÑíŞÉ   íãßä İåãåÇ æÊØÈíŞåÇ ÈÓåæáÉ. æáßä ÇáÊÏÑíÈÇÊ ÇáãÑİŞÉ İí ÇáŞÑÕ ÇáãÖÛæØ ¡ áíÓÊ ßÇáÊí íÊã ÊŞÏíãåÇ İí ÇáÇãÊÍÇä ÇáİÚáí . ÃæÏ Ãä ÃæÕí ÈÔÑÇÁ  ""ÃÓÇÓíÇÊ ÃãÇä ÇáÔÈßÉ ""¡ İåæ   ãÑÌÚ ÑÇÆÚ ÃßËÑ ÚãŞğÇ İí ãÚÙã ÇáãÌÇáÇÊ . ÍÙÇ ØíÈÇ¡  æİŞß Çááå","ÇÓÊÎÏãÊ ? ßÊÈ ÍŞ ÇáÏÑÇÓÉ áåĞÇ ÇáÇÎÊÈÇÑ¡ æßÇä åÇáßÊÇÈ ÇáÇÒíÏ Ôãæá Åáì ÍÏ ßÈíÑ¡ Çááí äÌÍ İí ÔÑÍ ÇáãæÇÖíÚ ÈØÑíŞÉ ÊŞÏÑ ÊİåãåÇ æÊØÈíŞåÇ ÈÓåæáÉ. áßä ÇáÊÏÑíÈÇÊ ÇáãæÌæÏÉ İí ÇáÓí Ïí¡ ãæ äİÓ Çááí íÊã ÊäÌÇÈ İí ÇáÇãÊÍÇä ÇáÕÏŞí. ÃÍÈ ÃæÕí æÓÊÑæä ""ÃÓÇÓíÇÊ ÃãÇä ÇáÔÈßÉ""¡ åæ ãÑÌÚ Íáíæ ÃÒíÏ ÊÚãŞ İí ãÚÙã ÇáãÌÇáÇÊ. ÍÙ ØíÈ¡ æİŞß Çááå."
1,"Excellent tool: I found this book to be a wonderful tool, once understood... and that may take some time!!""","ÃÏÇÉ ããÊÇÒÉ: æÌÏÊ åĞÇ ÇáßÊÇÈ ÃÏÇÉ ÑÇÆÚÉ ¡ ÈãÌÑÏ İåãåÇ ... æŞÏ íÓÊÛÑŞ Ğáß ÈÚÖ ÇáæŞÊ !! ""","ÃÏÇÉ ããÊÇÒÉ: ÔİÊ åÇáßÊÇÈ ÃÏÇÉ ÍáíæÉ¡ ÈãÌÑÏ ÊİåãåÇ … íãßä íÇÎÏ åÇáÔí ÔæíÉ æŞÊ."
1,AWESOME MOTORCYCLE: My son absolutely loves this motorcycle. I had to order another one for his friend because he loved it so much. My son loves riding it in the house. This was one of the best purchases I have made.,ÏÑÇÌÉ äÇÑíÉ ÑÇÆÚÉ: ÇÈäí íÍÈ åĞå ÇáÏÑÇÌÉ ÇáäÇÑíÉ. ßÇä Úáí Ãä ÃØáÈ æÇÍÏÉ ÃÎÑì áÕÏíŞå áÃäå ÃÍÈåÇ ßËíÑğÇ. ÇÈäí íÍÈ ÑßæÈåÇ İí ÇáãäÒá. ßÇäÊ åĞå æÇÍÏÉ ãä ÃİÖá ÇáãÔÊÑíÇÊ ÇáÊí ŞãÊ ÈåÇ.,ãæÊÑ Óíßá ÍáíæÉ: æáÏí íÍÈ åÇáãæÊÑ Óíßá. ßÇä áÇÒã ÃØáÈ æÍÏÉ ËÇäíÉ ÍŞ ÑİíŞå áÃäå ÍÈåÇ æÇÌÏ. æáÏí íÍÈ íÑßÈåÇ İí ÇáÈíÊ. ßÇäÊ åÇÏí æÍÏÉ ãä ÃÍÓä ÇáãÔÊÑíÇÊ Çááí ŞãÊ İíåÇ.
1,"I bought 3 books, to prepare for the ""Computer Networks"" exam, this book was the most organized and easiest to understand and study, but it is not enough to pass the exam, approximately 20 out of 100 questions from the exams, not even mentioned in this book, I have years of experience In IT, but I failed the test, I thought it was my fault, I reviewed the whole book thinking that I overlooked something, but no, it wasn't there at all. I found that logical CDs and exam exercises are best, especially if you don't have the time.","ÇÔÊÑíÊ 3 ßÊÈ ¡ ááÊÍÖíÑ áÇãÊÍÇä ""ÔÈßÇÊ ÇáÍÇÓæÈ""  ¡ ßÇä åĞÇ ÇáßÊÇÈ åæ ÇáÃßËÑ ÊäÙíãğÇ æÃÓåá İí Çáİåã æÇáÏÑÇÓÉ¡ áßäå áÇ íßİí áÇÌÊíÇÒ ÇáÇãÊÍÇä ¡ ãÇ íŞÑÈ ãä 20 ãä 100 ÓÄÇá ãä ÇáÇãÊÍÇäÇÊ ¡ áã íÊã ĞßÑåÇ ÍÊì İí åĞÇ ÇáßÊÇÈ ¡ áÏí ÓäæÇÊ ãä ÇáÎÈÑÉ İí ãÌÇá ÊßäæáæÌíÇ ÇáãÚáæãÇÊ ¡ áßääí İÔáÊ İí ÇáÇÎÊÈÇÑ ¡ ÙääÊ Ãäå ÎØÃí ¡ ÑÇÌÚÊ ÇáßÊÇÈ ßáå ãÚÊŞÏğÇ Ãääí ÃÛİáÊ ÔíÆğÇ ¡ æáßä áÇ ¡ áã íßä åäÇß Úáì ÇáÅØáÇŞ. æÌÏÊ Ãä ÇáÃŞÑÇÕ ÇáãÏãÌÉ ÇáãäØŞíÉ  æÇáÊÏÑíÈÇÊ Úáì ÇáÇãÊÍÇäÇÊ åí ÇáÃİÖá ÎÇÕÉ ÅĞÇ áã íßä áÏíß ÇáæŞÊ ÇáßÇİí.","ÃÔÊÑíÊ ? ßÊÈ¡ ÍŞ ÇáÊÍÖíÑ áÇãÊÍÇä""ÔÈßÇÊ ÇáÍÇÓæÈ""¡ ßÇä åÇáßÊÇÈ åæ ÃÒíÏ æÇÍÏ ÊäÙíã æÃÓåá İí Çáİåã æÇáÏÑÇÓÉ¡ áßäå ãÇ íßİí ÍŞ ÇÌÊíÇÒ ÇáÇãÊÍÇä¡ ÊŞÑíÈÇ ãä ?? ãä ÓÄÇá ãä ÇáÇãÊÍÇäÇÊ¡ ãÇ ÇÊĞßÑÊ ÍÊì İí åÇáßÊÇÈ¡ ÚäÏí ÓäæÇÊ ÎÈÑÉ İí ãÌÇá ÊßäæáæÌíÇ ÇáãÚáæãÇÊ¡ áßä ÑÓÈÊ İí ÇáÇÎÊÈÇÑ¡ İßÑÊ Ãäå ÛáØí¡ ÑÇÌÚÊ ÇáßÊÇÈ ßáå ãİßÑ Çäí äÓíÊ Ôí¡ áßä áÇ¡ ãÇ ßÇä åäÇß ÈÇáãÑÉ. ÔİÊ Ãä ÇáÓíÏíÇÊ ÇáãäØŞíÉ æÇáÊÏÑíÈÇÊ Úáì ÇáÇãÊÍÇäÇÊ åí ÇáÇİÖá ÎÕæÕÇ ÅĞÇ ãÇ ßÇä ÚäÏß æŞÊ ßİÇíÉ."
1,"Other comments said that this towel was fluffy and not like the picture, but for the price it is great. Yes, it is not cruel, but as long as you are sure it is in place when you put your child in his seat, you are lucky. I am sure this will be invaluable in the future for the new car seat we purchased. I learned that the lesson should be washed, washed and washed as a result of leaking diapers.","æŞÇáÊ ÊÚáíŞÇÊ ÃÎÑì Ãä åĞå ÇáãäÔİÉ ßÇäÊ æÇåíÉ æáíÓÊ ãËá ÇáÕæÑÉ ¡ æáßä ÈÇáäÓÈÉ ááÓÚÑ İåí ÑÇÆÚÉ. äÚã ¡ ÅäåÇ áíÓÊ ŞÇÓíÉ ¡ æáßä ØÇáãÇ Ãäß ãÊÃßÏÉ ãä ÃäåÇ İí ãßÇäåÇ ÚäÏãÇ ÊÖÚí Øİáß İí ãŞÚÏå ¡ İÃäÊ ãÍÙæÙÉ. ÃäÇ ãÊÃßÏ ãä Ãä åĞÇ Óíßæä áÇ íŞÏÑ ÈËãä İí ÇáãÓÊŞÈá áãŞÚÏ ÇáÓíÇÑÉ ÇáÌÏíÏ ÇáĞí ÇÔÊÑíäÇå. ÊÚáãÊ Ãä ÇáÏÑÓ íÌÈ Ãä ÃÛÓá æÃÛÓá æÃÛÓíá ÌÑÇÁ ÊÓÑíÈ ÇáÍİÇÖÇÊ.","ŞÇáÊ ÊÚáíŞÇÊ ËÇäíÉ Çä åĞí ÇáİæØå ßÇäÊ ÈÇåÊå ãæãËá ÇáÕæÑÉ¡ áßä ÈÇáäÓÈÉ áÓÚÑåÇ ßáÔ ÊãÇã. Çí ãæ ÎÔäå áßä Øæá ãÇ ÇäÊí ãÊÃßÏå ÇäåÇ İí ãßÇäåÇ ãÇÊÊÍÑß ÇĞÇ ÎáíÊíä æáÏÔ İí ÇáßÑÓí İÃäÊí ãÍÙæÙÉ. Çäí ãÊÃßÏå ÇäåÇ ÑÇÍ Êßæä ßáÔ ãäÇÓÈÉ ÍŞ ßÑÓí ÇáÓíÇÑÉ ÇáÌÏíÏ Çááí ÇÔÊÑíäÇå. ÊÚáãÊ Çä áÇÒã ÇÛÓá ÏÇíãÇ ÈÓÈÈ ÊÓÑíÈ ÇáÍİÇÖÇÊ."
1,All I have to say is that this album is a fun trip. Attractive sound and cool calm music. My favorite albums are Sacrifice and Seedlings. I am sure you will enjoy it,"ßá ãÇ Úáí Şæáå åæ Ãä åĞÇ ÇáÃáÈæã åæ ÑÍáÉ ããÊÚÉ . ÕæÊ ÌĞÇÈ æãæÓíŞì åÇÏÆÉ ÑÇÆÚÉ  . ãä ÇáÃáÈæãÇÊ ÇáãİÖáÉ áÏí  ÇáÊÖÍíÉ ¡ æÇáÈĞÑÉ  . ÃäÇ æÇËŞ Ãäß ÓÊÓÊãÊÚ ÈåÇ",ßá Çááí ÇŞÏÑ ÇŞæáå Çä åĞÇ ÇáÇáÈæã ÑæÚå. ÕæÊ ÚÌíÈ æãæÓíŞì åÇÏÆÉ æÚÌíÈå. ÇİÖá ÇáÈæãÇÊ ÚäÏí (ÇáÊÖÍíÉ æÇáÈĞÑÉ) ÇäÇ ãÊÃßÏ Çäß ÈÊÓÊÇäÓ ÇÈåÇ
1,"Great for tall toddler: My 2 1/2 year old son is very tall for his age so popular ride on toys are too short for him. We tried him on a tricycle but he was soon frustrated with the pedals. This motorcycle is perfect for him - tall enough for his long legs, no pedals, and enough stability for his age. I highly recommend it.""","ãËÇáí áØİá ÕÛíÑ Øæíá ÇáŞÇãÉ: ÇÈäí ÇáÈÇáÛ ãä ÇáÚãÑ ÚÇãÇä æäÕİ ÇáÚÇã Øæíá ÌÏğÇ ÈÇáäÓÈÉ áÚãÑå ¡ áĞÇ İÅä  ÇáÏÑÇÌÇÊ ÇáÚÇÏíÉ Êßæä  ŞÕíÑÉ ÌÏğÇ ÈÇáäÓÈÉ áå. ÌÑÈäÇ  ãÚå   ÏÑÇÌÉ ÈÎÇÑíÉ áßäå ÓÑÚÇä ãÇ ÃÕíÈ ÈÇáÅÍÈÇØ ãä ÇáÏæÇÓÇÊ. åĞå ÇáÏÑÇÌÉ ÇáäÇÑíÉ ãËÇáíÉ áå - ØæíáÉ ÈãÇ íßİí áÓÇŞíå ÇáØæíáÊíä ¡ ÈÏæä ÏæÇÓÇÊ ¡ æãäÇÓÈÉ  áÚãÑå. ÇäÇ ÇæÕí ÈåÇ  ÈÔÏå.",ãËÇáí ÍŞ ÌÇåá ÕÛíÑ æØæíá: æáÏí ÚãÑå ÓäÊíä æäÕ æÇÌÏ Øæíá ÈÇáäÓÈÉ áÚãÑå. ãäÏí ÇáÓíÇßá ÇáÚÇÏíÉ Êßæä ŞÕíÑÉ ÈÇáäÓÈÉ Åáíå. ÌÑÈäÇ æíÇå Óíßá íÔÊÛá Úáì ÇáÈÎÇÑ áßä ÕÇÏå ÇÍÈÇØ ãä ÇáÏæÓÇÊ. åĞÇ ÇáãæÊÑÓíßá íäÇÓÈå Øæíá æíäÇÓÈ ÑÌÇíáå áØæÇá æÈÏæä ÏæÇÓÇÊ æÊäÇÓÈ ÚãÑå. ÇäÇ ÇæÕí ÈåĞí ÇáäæÚíå ÈŞæå.
1,GOOD MOVIE FOR FAMILY: My 5 years old son love to watch this movie. He also watch Disney Peter Pan(anime) but after few months I bought Hook and peter pan(no anime) then he liked it very much because he know the story from Peter Pan animation so it is easy to understand.,İíáã ÌíÏ ááÚÇÆáÉ: ÇÈäí ÇáÈÇáÛ ãä ÇáÚãÑ 5 ÓäæÇÊ íÍÈ ãÔÇåÏÉ åĞÇ Çáİíáã. ßãÇ Ãäå ÔÇåÏ ÏíÒäí ÈíÊÑ ÈÇä (ÇáÃäíãí) æáßä ÈÚÏ ÈÖÚÉ ÃÔåÑ ÇÔÊÑíÊ åæß æÈíÊÑ ÈÇä (ÈÏæä Ãäíãí) Ëã ÃÚÌÈå ßËíÑğÇ áÃäå íÚÑİ ÇáŞÕÉ ãä ÈíÊÑ ÈÇä ááÑÓæã ÇáãÊÍÑßÉ áĞÇ ãä ÇáÓåá İåãåÇ.,İíáã ÊãÇã ÍŞ ÇáÚÇÆáÉ: æáÏí ÚãÑå ÎãÓ ÓäæÇÊ íÍÈ íØÇáÚ åĞÇ Çáİáã. æØÇáÚ ÈÚÏ ÏíÒäí ÈíÊÑ ÈÇä (ÇáÇäíãí) áßä ÚŞÈ ã ÔåÑ ÇÔÊÑíÊ áå åæß æÈíÊÑ ÈÇä (ÈÏæä Çäíãí) æÇÌÏ ÚÌÈå áÇä íÚÑİ ŞÕÉ ÈíÊÑ ÈÇä ãÇá ÇáÑÓæã ÇáãÊÍÑßÉ İÓåá Úáíå íİåãå
1,"Great product: I saw this product on my doctor and thought I would give it a try. I am glad I asked for it. I have been using this product for 2 months and my skin is very soft. I have a salon-quality medical device, and when I use it now there is hardly any dry skin. This product removes dead dry skin and reveals soft, younger skin. I will continue to use this product.","ãäÊÌ ÑÇÆÚ: ÑÃíÊ åĞÇ ÇáãäÊÌ Úáì ÇáÏßÊæÑ  æÇÚÊŞÏÊ Ãääí ÓÃÌÑÈå. ÃäÇ ÓÚíÏ áÃääí ØáÈÊ Ğáß . áŞÏ ßäÊ ÃÓÊÎÏã åĞÇ ÇáãäÊÌ  áãÏÉ ÔåÑíä æÈÔÑÊí äÇÚãÉ ÌÏğÇ. áÏíø ÌåÇÒ ØÈí íÚãá ÈÌæÏÉ ÕÇáæä ¡ æÚäÏãÇ ÃÓÊÎÏãå ÇáÂä áÇ íßÇÏ íæÌÏ Ãí ÌáÏ ÌÇİ. íÒíá åĞÇ ÇáãäÊÌ ÇáÈÔÑÉ ÇáÌÇİÉ ÇáãíÊÉ æíßÔİ Úä ÈÔÑÉ äÇÚãÉ ÃÕÛÑ ÓäÇğ. ÓÃÓÊãÑ İí ÇÓÊÎÏÇã åĞÇ ÇáãäÊÌ.",ãäÊÌ ÚÌíÈ: İÊ åĞÇ ÇáãäÊÌ Úáì ÇáÏßÊæÑ æİßÑÊ ÇÌÑÈå. ÇäÇ ãÓÊÇäÓ áÇäí ØáÈÊå. ÇÓÊÎÏãÊ åÇáãäÊÌ áãÏÉ ÔåÑíä æÕÇÑÊ ÈÔÑÊí ßáÔ äÇÚãÉ. ÚäÏí ÌåÇÒ ØÈí íÔÊÛá ãËá ÇáÌåÇÒ ãÇá ÇáÕÇáæäÇÊ. æíæã ÇÓÊÎÏãÊå ÇáÍíä ÇÎÊİì ÇáÌİÇİ ãä ÌáÏí ßáÔ. åĞÇ ÇáÌåÇÒ íÔíá ÇáÈÔÑÉ ÇáÌÇİå ÇáãíÊå æíØáÚ ÇáÈÔÑÉ ÇáäÇÚãÉ ÇáÌÏíÏå. ÈæÇÕá ÇÓÊÎÏÇã åĞÇ ÇáãäÊÌ
1,"Exceptional value: great swimwear. They are made of beautiful, lightweight material. Expensive but effective and useful. Love her!",ŞíãÉ ÇÓÊËäÇÆíÉ: ãáÇÈÓ ÓÈÇÍÉ ÑÇÆÚÉ  . ÅäåÇãÕäæÚÉ ãä ãÇÏÉ ÌãíáÉ æÎİíİÉ ÇáæÒä.  ÈÇåÙÉ ÇáËãä æáßäåÇ İÚÇáÉ æãİíÏÉ  . ÃÍÈåÇ!,ŞíãÉ ÇÓÊËäÇÆíÉ: ËíÇÈ ÓÈÇÍÉ ÚÌíÈå. ãÕäæÚå ãä ãÇÏÉ ÚÌíÈå æÎİíİå. ÛÇáíÉ áßä ßáÔ ããÊÇÒå æİÚÇáå. ÇÍÈåÇ
1,"A perfect book for children ages 0-4. Simple stories, 2D graphics, and bright base colors. Lessons, interesting, and refreshing.","ßÊÇÈ ãä ÇáßÊÈ ÇáãËÇáíÉ ááÃØİÇá ãä Óä 0-4. ŞÕÕ ÈÓíØÉ æÑÓæãÇÊ ËäÇÆíÉ ÇáÃÈÚÇÏ æÃáæÇä ÃÓÇÓíÉ ãÔÑŞÉ. æÏÑæÓ ÏŞíŞÉ ¡  ÔíŞÉ¡  æ ãäÚÔÉ .",ßÊÇÈ ãä ÇáßÊÈ ÇáãËÇáíÉ ÍŞ ÇáÌåÇá ãä ÚãÑ 0-4 ÓäæÇÊ. ŞÕÕ ÈÓíØå æÑÓæãÇÊ ÚÌíÈå ÇáæÇäåÇ İÇŞÚå æÒÇåíÉ. æÏÑæÓ ÏŞíŞå æÔíŞå æãäÚÔå
1,"Great bike to ride on. This is a great development for my 22 month old daughter. Not only does it look great, it just sells it perfectly. . Continue playing with her for an hour. It is stable and very easy for her to control. It is very suitable for its age, height and development. ""","ÏÑÇÌÉ ÑÇÆÚÉ ááÑßæÈ ÚáíåÇ .åĞÇ ÊØæÑ ÑÇÆÚ áÇÈäÊí ÇáÈÇáÛÉ ãä ÇáÚãÑ 22 ÔåÑğÇ. áÇ íÈÏæ ÇáÃãÑ ÑÇÆÚğÇ İÍÓÈ ¡ Èá ÇäåÇ ÊÓæŞåÇ ÈÔßá ããÊÇÒ . . ÊæÇÕá ÇááÚÈ ÈåÇ  áãÏÉ ÓÇÚÉ ãÊæÇÕáÉ. ÅäåÇ ãÓÊŞÑÉ æÓåáÉ ááÛÇíÉ ÈÇáäÓÈÉ áåÇ ááÓíØÑÉ ÚáíåÇ . åí ãäÇÓÈÉ ÌÏğÇ áÚãÑåÇ æØæáåÇ æÊØæÑåÇ "".",ÓíÇßá ÚÌíÈå ÍŞ ÇáÑßæÈ. åĞÇ ÊØæÑ ÚÌíÈ ÍŞ ÈäÊí Çááí ÚãÑåÇ 22 ÔåÑ. ÇáãæÖæÚ ãæÈÓ ÚÌíÈ áßä åí ÊãÔíåÇ ÈÔßá ããÊÇÒ.. ÊáÚÈ İíåÇ áãÏÉ ÓÇÚå ßÇãáå. ßáÔ ËÇÈÊå æÓåáå ÍŞåÇ æÊŞÏÑ ÊÓíØÑ ÚáíåÇ ÈÓåæáå. ßáÔ ãäáÓÈÉ   ÍŞ ÚãÑåÇ æØæáåÇ æÊØæÑåÇ
1,"At Christmas, I asked for a red bike for my bike-loving daughter, red is her favorite color ... expensive electronic motorcycles, and at the age of four she didn't need such a complicated and expensive game. After opening it, with great enthusiasm, it was very easy to install; All that is needed is a hammer and a screwdriver. It seems real enough for a motorbike to make the child happy, and with the balance of the wide wheels no problem. Since it was assembled, my daughter has been riding it almost non-stop from room to room as she spends her days. ""","İí ÚíÏ ÇáãíáÇÏ ¡ ØáÈÊ ÏÑÇÌÉ  ÍãÑÇÁ áÂÈäÊí ÇáãæáÚÉ ÈÇáÏÑÇÌÇÊ ¡ Çááæä ÇáÃÍãÑ åæ áæäåÇ ÇáãİÖá.. ÇáÏÑÇÌÇÊ ÇáäÇÑíÉ ÇáÅáßÊÑæäíÉ ÈÇåÙÉ ÇáËãä ¡ æİí Óä ÇáÑÇÈÚÉ áã Êßä ÈÍÇÌÉ Åáì ãËá åĞå ÇááÚÈÉ ÇáãÚŞÏÉ æÇáãßáİÉ. ÈÚÏ Ãä İÊÍÊåÇ ¡ ÈÍãÇÓÉ ÔÏíÏÉ ¡ ßÇä ãä ÇáÓåá ÌÏğÇ ÊÑßíÈåÇ º ßá ãÇ åæ ãØáæÈ åæ ãØÑŞÉ æãİß ÈÑÇÛí. íÈÏæ ÇáÃãÑ ÍŞíŞíğÇ ÈãÇ íßİí áÏÑÇÌÉ äÇÑíÉ áÌÚá ÇáØİá ÓÚíÏğÇ ¡ æãÚ ÊæÇÒä ÇáÚÌáÇÊ ÇáæÇÓÚÉ áÇ íãËá ãÔßáÉ. ãäĞ Ãä Êã ÊÌãíÚåÇ ¡ ßÇäÊ ÇÈäÊí ÊÑßÈåÇ ÈÏæä ÊæŞİ ÊŞÑíÈğÇ ãä ÛÑİÉ Åáì ÃÎÑì æåí ÊãÖí ÃíÇãåÇ .",İí ÚíÏ ãíáÇÏ ÈäÊí ØáÈÊ áíåÇ Óíßá ÇÍãÑ áÇäåÇ ãÊæáÚå ÈÇáÓíÇßá æåí ÊÍÈ Çááæä ÇáÇÍãÑ. ÇáÓíÇßá ÇáÇáßÊÑæäíÉ ÓÚÑåÇ æÇÌÏ ÛÇáí. æíæã ÚãÑåÇ ÇÑÈÚ ÓäæÇÊ ãÇßÇäÊ ÊÍÊÇÌ äİÓ åÇáÇáÚÇÈ ÇáãÚŞÏÉ æÇáÛÇáíÉ. ÚŞÈ ãÇİÊÍÊåÇ æåí ãÊÍãÓå ßáÔ ßÇä ßáÔ ÊÑßíÈåÇ ÈÓÈØ æÓåá. ßá Çááí ÊÍÊÇÌå ÓÈÇäå æÓßÑæÈ. ÕÏŞ Çä ãæÊÑÓíßá íÎáí ÇáÌÇåá ãÓÊÇäÓ ÚÏá. æÈãÇ Çä ÇáÊæÇíÑ ßÈÇÑ æãÊæÇÒäå ãÇİí ãÔßáå ßáÔ. ãä ÑßÈäÇåÇ æÈäÊí ÊÓÊÎÏãåÇ Úáì Øæá ãä ÍÌÑå áÍÌÑÉ ßáíæã
1,"Good American made toy: My son enjoys this American made toy. It was easy to assemble and it seems durable. My only complaint is that the box it came in was covered in dust. To the employee who shipped this, please take the time to wipe your product off. Thank you.""","áÚÈÉ ÃãÑíßíÉ ÇáÕäÚ ÌíÏÉ: íÓÊãÊÚ ÇÈäí ÈåĞå ÇááÚÈÉ ÇáÃãÑíßíÉ ÇáÕäÚ. ßÇä ãä ÇáÓåá ÊÌãíÚåÇ æÊÑßíÈåÇ  æÊÈÏæ ãÊíäÉ. ÔßæÇí ÇáæÍíÏÉ åí Ãä ÇáÕäÏæŞ ÇáĞí ÌÇÁÊ Èå ßÇä ãÛØì ÈÇáÛÈÇÑ. Åáì ÇáãæÙİ ÇáĞí ŞÇã ÈÔÍä åĞÇ ¡ íÑÌì ÊÎÕíÕ ÈÚÖ ÇáæŞÊ áãÓÍ ãäÊÌß. ÔßÑÇ ÌÒíáÇ.",áÚÈÉ ÕäÇÚå ÇãÑíßíÉ ÚÌíÈå: æáÏí íÓÊÇäÓ Úáì åĞí ÇááÚÈå ÇáÇãÑíßíÉ. ßÇä ßáÔ Óåá ÊÑßíÈåÇ æíÈíä ÚáíåÇ ŞæíÉ. ÇáãÔßáå ÇáæÍíÏå Çä ÇáÈæßÓ Çááí ßÇäÊ İíå ßáÔ ãÛÈÑ. ÑÓÇáÊí ááãæÙİ Çááí ÔÍä ÇááÚÈå ÑÌÇÁÇ äÙİ ÇáãäÊÌ ãÇáß æÔßÑÇ ÌÒíáÇ
